1,Student_015,Student_035
1,Student_020,Student_037
1,Student_008,Student_049
1,Student_009,Student_023,Student_002
1,Student_038,Student_043
2,Student_010,Student_013
2,Student_009,Student_033,Student_030
2,Student_003,Student_017,Student_047
